,Company Name,Job Title,Salary
0,"Buckman
3.5",Intern,₹26K - ₹29K
1,"Buckman
3.5",IOT Engineer,₹766K - ₹836K
2,"IBM
3.9",Data Scientist,"₹ 12,49,740"
3,"IBM
3.9",Data Scientist,"₹ 41,484/mo"
4,"IBM
3.9",Senior Data Scientist,"₹ 30,53,418"
5,"IBM
3.9",Data Scientist/Software Engineer,₹30K - ₹105K
6,"IBM
3.9",Entry Level Data Scientist,₹266K - ₹287K
7,"Honeywell
3.8",Data Scientist,"₹1,023K - ₹1,463K"
8,"Honeywell
3.8",Senior Engineer,"₹ 10,28,686"
9,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
10,"Honeywell
3.8",Senior Software Engineer,"₹ 10,53,776"
11,"Honeywell
3.8",Engineer,"₹ 6,68,415"
12,"Amazon
4.2",Data Scientist,"₹ 15,49,198"
13,"Amazon
4.2",Senior Data Scientist,"₹2,878K - ₹3,156K"
14,"Amazon
4.2",Data Scientist II,"₹1,872K - ₹2,027K"
15,"Amazon
4.2",Applied Data Scientist,"₹1,874K - ₹2,049K"
16,"Amazon
4.2",Applied Data Scientist,₹43K - ₹47K
17,"PayPal
3.6",Data Scientist,₹218K - ₹238K
18,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
19,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
20,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
21,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
22,"Blue Yonder
4.3",Data Scientist,"₹1,717K - ₹1,836K"
23,"Blue Yonder
4.3",Senior Data Scientist,"₹3,345K - ₹3,644K"
24,"Blue Yonder
4.3",Senior Software Engineer,"₹ 14,45,514"
25,"Blue Yonder
4.3",Software Engineer,"₹ 7,77,541"
26,"Blue Yonder
4.3",Technical Architect,"₹ 19,01,932"
27,"Quanticate
4.0",Former Employee,₹289K - ₹311K
28,"Quanticate
4.0",Clinical Data Coordinator,₹414K - ₹447K
29,"Quanticate
4.0",Senior SAS Programmer,₹749K - ₹815K
30,"Quanticate
4.0",General Counsel/Associate Director,₹119K - ₹130K
31,"Quanticate
4.0",CDM Programmer,₹854K - ₹938K
32,"Refinitiv
3.5",Content Analyst,"₹ 3,43,794"
33,"Refinitiv
3.5",Software Engineer,"₹ 5,54,175"
34,"Refinitiv
3.5",Associate Software Engineer,"₹ 5,40,060"
35,"Refinitiv
3.5",Senior Content Analyst,"₹ 6,00,000"
36,"Refinitiv
3.5",Senior Software Engineer,"₹807K - ₹1,886K"
37,"NICE Actimize
3.9",Lead Data Scientist,"₹2,267K - ₹2,465K"
38,"NICE Actimize
3.9",Software Engineer,₹655K - ₹726K
39,"NICE Actimize
3.9",IPC,₹819K - ₹893K
40,"NICE Actimize
3.9",Tech Lead,"₹1,135K - ₹1,225K"
41,"NICE Actimize
3.9",QA Engineer,₹472K - ₹511K
42,"GroundTruth
3.3",Software Engineer,₹759K - ₹827K
43,"GroundTruth
3.3",Software Developer,₹430K - ₹461K
44,"GroundTruth
3.3",Manager,₹618K - ₹663K
45,"GroundTruth
3.3",Accounting Assistant,₹28K - ₹30K
46,"GroundTruth
3.3",Billing Specialist,₹23K - ₹25K
47,"TransUnion
4.0",Assistant Vice President,"₹ 27,09,710"
48,"TransUnion
4.0",Consultant,"₹1,923K - ₹2,784K"
49,"TransUnion
4.0",Data Analyst,₹14K - ₹31K
50,"TransUnion
4.0",Associate Engineer,₹860K - ₹973K
51,"TransUnion
4.0",Assistant Manager,"₹1,407K - ₹1,533K"
52,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
53,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
54,"TTEC
3.4",Click To Chat Representative,₹23K - ₹26K
55,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹29K
56,"TTEC
3.4",Chat Associate,₹24K - ₹26K
57,"IHS Markit
3.5",Associate Data Scientist,"₹2,027K - ₹2,194K"
58,"IHS Markit
3.5",Assistant Vice President,"₹ 12,80,775"
59,"IHS Markit
3.5",Associate,"₹ 6,72,638"
60,"IHS Markit
3.5",Software Engineer,"₹ 7,91,836"
61,"IHS Markit
3.5",Vice President,"₹ 22,24,243"
62,"Novartis
3.9",Senior Analyst,"₹ 12,23,878"
63,"Novartis
3.9",Manager,"₹ 19,00,000"
64,"Novartis
3.9",Analyst,"₹ 8,77,168"
65,"Novartis
3.9",Business Analyst,"₹ 7,69,557"
66,"Novartis
3.9",Associate Analyst,"₹ 7,22,757"
67,Cove Venture,-1,-1
68,"Accenture
3.9",Software Engineer,"₹ 5,29,793"
69,"Accenture
3.9",Associate Software Engineer,"₹ 3,85,101"
70,"Accenture
3.9",Senior Software Engineer,"₹ 8,19,983"
71,"Accenture
3.9",Team Lead,"₹ 12,00,000"
72,"Accenture
3.9",Associate Manager,"₹ 18,48,460"
73,"Diamondpick
4.8",Senior Recruiter,₹304K - ₹478K
74,"Diamondpick
4.8",Human Resources,₹47K - ₹51K
75,"Diamondpick
4.8",Recruiter,₹338K - ₹367K
76,"Diamondpick
4.8",IT Recruiter,₹11K - ₹12K
77,"Diamondpick
4.8",IT Recruiter,₹172K - ₹185K
78,"Quincus
4.0",Data Analyst,₹383K - ₹412K
79,"Credit Suisse
3.8",ENO,"₹ 14,01,236"
80,"Credit Suisse
3.8",Credit Suisse ENO,"₹ 12,05,960"
81,"Credit Suisse
3.8",Assistant Vice President,"₹ 27,00,300"
82,"Credit Suisse
3.8","ENO, Credit Suisse","₹ 12,00,317"
83,"Credit Suisse
3.8",Exempt Non Officer,"₹ 11,65,598"
84,"Franklin Templeton Investments
3.8",Data Scientist,"₹1,063K - ₹1,159K"
85,"Franklin Templeton Investments
3.8",Assistant Manager,"₹ 11,85,498"
86,"Franklin Templeton Investments
3.8",Software Engineer,"₹ 11,70,916"
87,"Franklin Templeton Investments
3.8",Business Analyst,"₹ 6,17,376"
88,"Franklin Templeton Investments
3.8",Analyst,"₹ 3,73,557"
89,"Mastek Limited
3.6",Software Engineer,"₹ 5,31,172"
90,"Mastek Limited
3.6",Senior Software Engineer,"₹ 7,67,939"
91,"Mastek Limited
3.6",Senior Software Engineer,"₹ 48,775/mo"
92,"Mastek Limited
3.6",Software Specialist,"₹ 11,93,183"
93,"Mastek Limited
3.6",Software Engineer,"₹ 34,335/mo"
94,"Processware Systems
3.5",Software Engineer,"₹ 15,798/mo"
95,"Processware Systems
3.5",Software Engineer,"₹ 2,52,496"
96,"Processware Systems
3.5",Senior Software Engineer,₹126K - ₹136K
97,"Processware Systems
3.5",Team Lead,₹804K - ₹866K
98,"Processware Systems
3.5",Software Testing Engineer,₹168K - ₹181K
99,R3coder,-1,-1
100,"Dell Technologies
4.1","Senior Advisor, Data Intelligence Engineer","₹2,079K - ₹2,245K"
101,"Dell Technologies
4.1",Software Engineer,"₹ 8,06,729"
102,"Dell Technologies
4.1",Senior Software Engineer,"₹ 15,74,950"
103,"Dell Technologies
4.1",Senior Analyst,"₹ 9,93,214"
104,"Dell Technologies
4.1",Principal Software Engineer,"₹ 23,46,589"
105,"Autodesk
4.0",Senior Software Engineer,"₹ 16,55,858"
106,"Autodesk
4.0",Intern,"₹ 28,190/mo"
107,"Autodesk
4.0",Software Development,"₹ 24,830/mo"
108,"Autodesk
4.0",Software Engineer,"₹115K - ₹1,274K"
109,"Autodesk
4.0",Software Developer,"₹1,250K - ₹1,631K"
110,"Tata Insights and Quants
4.0",Data Scientist,"₹1,904K - ₹2,062K"
111,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,08,660"
112,"Tata Insights and Quants
4.0",Software Engineer,"₹ 4,65,134"
113,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
114,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
115,"Mercedes-Benz Research and Development India Private Limited
3.5",Data Scientist,"₹1,021K - ₹1,095K"
116,"Mercedes-Benz Research and Development India Private Limited
3.5",Senior Engineer,"₹ 10,46,366"
117,"Mercedes-Benz Research and Development India Private Limited
3.5",Engineer,"₹ 8,67,954"
118,"Mercedes-Benz Research and Development India Private Limited
3.5",Product Design Engineer,"₹ 7,74,601"
119,"Mercedes-Benz Research and Development India Private Limited
3.5",Senior Consultant,"₹ 11,89,160"
120,"Walt Disney Company
3.9",Intrnet Worker,₹ 146.62/hr
121,"Walt Disney Company
3.9",Product Executive,₹459K - ₹490K
122,"Walt Disney Company
3.9",Software Engineer,₹35K - ₹38K
123,"Walt Disney Company
3.9",Software Engineer,"₹1,430K - ₹1,550K"
124,"Walt Disney Company
3.9",Assistant Manager,"₹2,368K - ₹2,575K"
125,"Eyeota
3.1",-1,-1
126,"GenieTalk
4.4",Intern,₹5K - ₹6K
127,"GenieTalk
4.4",Manager Finance And Accounts,₹686K - ₹733K
128,"GenieTalk
4.4",Data Science Trainee,₹5K - ₹6K
129,"SumTotal
2.8",Software Design Engineer-II,"₹ 9,67,608"
130,"SumTotal
2.8",Senior Software Engineer,"₹ 11,25,125"
131,"SumTotal
2.8",Project Lead,"₹ 12,85,239"
132,"SumTotal
2.8",Software Design Engineer I,"₹ 5,40,060"
133,"SumTotal
2.8",Software Design Engineer,"₹ 7,43,137"
134,"Bookmyshow
3.6",Software Developer,"₹ 6,25,333"
135,"Bookmyshow
3.6",Senior Software Engineer,"₹ 8,36,914"
136,"Bookmyshow
3.6",Software Engineer,"₹ 6,27,696"
137,"Bookmyshow
3.6",Software Developer,"₹ 42,893/mo"
138,"Bookmyshow
3.6",Assistant Manager,"₹ 13,26,395"
139,"Applied Materials Inc.
3.7",Data Scientist,"₹1,405K - ₹1,524K"
140,"Applied Materials Inc.
3.7",Senior Software Engineer,"₹ 11,44,253"
141,"Applied Materials Inc.
3.7",Software Engineer,"₹ 7,53,340"
142,"Applied Materials Inc.
3.7",Technical Lead,"₹ 17,60,389"
143,"Applied Materials Inc.
3.7",Intern,"₹ 26,039/mo"
144,"Honeywell
3.8",Data Analyst,"₹ 6,13,705"
145,"Honeywell
3.8",Data Analyst,₹22K - ₹24K
146,"Honeywell
3.8",Senior Data Analyst,"₹1,115K - ₹1,444K"
147,"Honeywell
3.8",Senior Engineer,"₹ 10,28,686"
148,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
149,"Gauge Data Solutions
3.1",Data Analyst,"₹ 14,89,821"
150,"Gauge Data Solutions
3.1",Trainee Data Analyst,₹24K - ₹26K
151,"Gauge Data Solutions
3.1",Java Developer,₹15K - ₹16K
152,"Gauge Data Solutions
3.1",Data Analyst,₹24K - ₹26K
153,"Gauge Data Solutions
3.1",Senior Data Analyst,"₹1,125K - ₹1,224K"
154,"Emerging India Group
1.0",Deputy Manager,₹343K - ₹375K
155,"Han Digital Solution
3.6",Consultant,"₹ 3,76,786"
156,"Han Digital Solution
3.6",Senior Recruiter,"₹ 1,77,628/mo"
157,"Han Digital Solution
3.6",Engagement Lead,₹629K - ₹974K
158,"Han Digital Solution
3.6",Senior Consultant,₹63K - ₹68K
159,"Han Digital Solution
3.6",Senior Consultant,₹416K - ₹447K
160,"dunnhumby
3.6",Senior Analyst,"₹ 11,11,448"
161,"dunnhumby
3.6",Analyst,"₹ 10,45,378"
162,"dunnhumby
3.6",Analysis Manager,"₹ 22,64,748"
163,"dunnhumby
3.6",Associate Analyst,"₹ 8,70,606"
164,"dunnhumby
3.6",Lead Analyst,"₹ 18,67,122"
165,"Stark Inc.
3.2",-1,-1
166,"NICE
3.7",Tech Lead,"₹ 10,08,865"
167,"NICE
3.7",Software Engineer,"₹ 9,35,845"
168,"NICE
3.7",Associate Software Engineer,"₹ 5,73,623"
169,"NICE
3.7",Tech Lead Software Engineer,"₹ 12,86,786"
170,"NICE
3.7",Associate Software Engineer,"₹ 39,956/mo"
171,"MTW LABS
4.0",Software Engineer,₹25K - ₹27K
172,"MTW LABS
4.0",Junior Software Engineer,₹295K - ₹316K
173,"EY
3.8",Consultant,"₹ 10,35,853"
174,"EY
3.8",Senior Consultant,"₹ 14,66,292"
175,"EY
3.8",Analyst,"₹ 4,57,526"
176,"EY
3.8",Manager,"₹ 22,48,483"
177,"EY
3.8",Associate Consultant,"₹ 7,23,093"
178,"Data Semantics
4.2",Data Scientist,₹316K - ₹341K
179,"Data Semantics
4.2",Software Engineer,₹284K - ₹310K
180,"Data Semantics
4.2",Software Engineer,₹17K - ₹21K
181,"Data Semantics
4.2",Analyst,₹13K - ₹14K
182,"Data Semantics
4.2",Intern,₹5K - ₹6K
183,"Daimler
4.2",Manager,"₹ 12,82,158"
184,"Daimler
4.2",Manager,"₹ 29,796/mo"
185,"Daimler
4.2",Senior Manager,"₹1,616K - ₹2,328K"
186,"Daimler
4.2",Mechanical Engineer,₹40K - ₹63K
187,"Daimler
4.2",Assistant Manager,"₹1,051K - ₹1,142K"
188,"Entytle
4.6",Devops,₹698K - ₹763K
189,CogniSure,-1,-1
190,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
191,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
192,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
193,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
194,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
195,"Sanofi
3.7",Scientific Sales Executive,"₹ 3,92,021"
196,"Sanofi
3.7",Medical Sales Representative,"₹ 5,18,153"
197,"Sanofi
3.7",Assistant Manager,"₹ 8,35,241"
198,"Sanofi
3.7",Project Manager,"₹ 15,70,153"
199,"Sanofi
3.7",Product Manager,"₹ 11,78,314"
200,"Firminiq
4.7",Construction Business Manager,"₹948K - ₹1,016K"
201,"Firminiq
4.7",Consulting Manager/Principal,₹705K - ₹769K
202,"TEQNirvana
4.2",Senior Software Engineer,"₹986K - ₹1,050K"
203,"TEQNirvana
4.2",Senior Consultant,₹399K - ₹436K
204,"TEQNirvana
4.2",Recruiter,₹13K - ₹14K
205,"TEQNirvana
4.2",Video Editor,₹380K - ₹414K
206,"Analytics Vidhya
4.1",Data Scientist,₹13K - ₹14K
207,"Analytics Vidhya
4.1",Data Science,"₹ 20,252/mo"
208,"Analytics Vidhya
4.1",Intern,₹20K - ₹21K
209,"Analytics Vidhya
4.1",Data Engineer,"₹1,349K - ₹1,448K"
210,"Analytics Vidhya
4.1",Data Science,₹156K - ₹167K
211,"inteliment
3.8",Software Engineer,"₹ 26,913/mo"
212,"inteliment
3.8",Team Lead,"₹ 9,96,853"
213,"inteliment
3.8",Software Engineer,₹270K - ₹666K
214,"inteliment
3.8",Senior Software Engineer,₹433K - ₹738K
215,"inteliment
3.8",Associate Software Engineer,₹10K - ₹18K
216,"Algoscale
3.7",Data Scientist,₹34K - ₹37K
217,"Algoscale
3.7",Software Engineer,₹426K - ₹651K
218,"Algoscale
3.7",Software Developer,₹24K - ₹30K
219,"Algoscale
3.7",Software Engineer,₹27K - ₹29K
220,"Algoscale
3.7",Software Developer,₹363K - ₹396K
221,"Shell
4.0",Data Scientist,"₹3,946K - ₹4,362K"
222,"Shell
4.0",Senior Data Scientist,"₹1,338K - ₹1,447K"
223,"Shell
4.0",Associate Data Scientist,₹58K - ₹62K
224,"Shell
4.0",Business Analyst,"₹ 18,57,531"
225,"Shell
4.0",Intern,"₹ 24,698/mo"
226,"AppZen
3.6",Associate,₹287K - ₹314K
227,"AppZen
3.6",Data Analyst,₹21K - ₹22K
228,"Amazon
4.2",Applied Scientist-II,"₹3,793K - ₹4,142K"
229,"Amazon
4.2",Applied Data Scientist,₹43K - ₹48K
230,"Amazon
4.2",Applied Data Scientist,"₹1,867K - ₹2,031K"
231,"Amazon
4.2",Applied Scientist III,"₹6,178K - ₹6,734K"
232,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
233,"ZettaMine
3.9",Software Engineer,₹58K - ₹63K
234,"ZettaMine
3.9",SAP Consultant,₹15K - ₹16K
235,"ZettaMine
3.9",SAP Consultant,₹385K - ₹422K
236,"ZettaMine
3.9",Senior SAP Consultant,₹86K - ₹94K
237,"ZettaMine
3.9",Associate Functional Consultant - SAP,₹711K - ₹758K
238,"Pivotchain Solutions
5.0",Assistant Vice President,₹772K - ₹849K
239,"Magicbricks
3.8",Account Manager,"₹ 5,26,413"
240,"Magicbricks
3.8",Account Manager,"₹ 38,736/mo"
241,"Magicbricks
3.8",Product Manager,"₹ 24,27,543"
242,"Magicbricks
3.8",AREA SALES MANAGER,"₹ 8,69,948"
243,"Magicbricks
3.8",Manager,"₹ 12,36,607"
244,"Talentica
3.8",Software Engineer,"₹ 11,03,870"
245,"Talentica
3.8",Senior Software Engineer,"₹ 14,68,765"
246,"Talentica
3.8",Software Developer,"₹ 12,29,090"
247,"Talentica
3.8",Software Engineer,"₹ 65,079/mo"
248,"Talentica
3.8",Software Development Engineer,"₹ 14,95,551"
249,"Applied Data Finance
4.5",Data Scientist,"₹ 7,85,542"
250,"Applied Data Finance
4.5",Software Engineer,₹378K - ₹412K
251,"Applied Data Finance
4.5",Software Developer,₹739K - ₹799K
252,"Applied Data Finance
4.5",Assistant Manager,₹16K - ₹17K
253,"Applied Data Finance
4.5",Software Test Engineer,₹333K - ₹359K
254,Imurgence,-1,-1
255,"Redian Software
3.9",SEO Analyst,₹16K - ₹18K
256,"Redian Software
3.9",Web Developer,₹10K - ₹11K
257,"Redian Software
3.9",Graphic Designer,₹22K - ₹24K
258,"Redian Software
3.9",Senior Developer,₹683K - ₹737K
259,"Redian Software
3.9",BDM,₹35K - ₹38K
260,"Dunzo
3.2",Operations Manager,"₹ 33,924/mo"
261,"Dunzo
3.2",Software Engineer,"₹1,652K - ₹13,317K"
262,"Dunzo
3.2",Operations Manager,"₹376K - ₹4,045K"
263,"Dunzo
3.2",Operations Specialist,₹25K - ₹33K
264,"Dunzo
3.2",Senior Software Engineer,₹153K - ₹166K
265,"Careator Technologies
4.4",Test Engineer,₹16K - ₹18K
266,"Meesho
3.8",Business Development Manager,"₹ 39,243/mo"
267,"Meesho
3.8",Key Account Manager,"₹ 4,22,229"
268,"Meesho
3.8",Senior Software Engineer,"₹ 32,72,027"
269,"Meesho
3.8",Team Leader,₹35K - ₹56K
270,"Meesho
3.8",Business Development Manager,₹577K - ₹629K
271,"Nitor Infotech
3.3",Software Engineer,"₹ 4,59,994"
272,"Nitor Infotech
3.3",Senior Analyst,"₹ 7,82,987"
273,"Nitor Infotech
3.3",Senior Analyst,"₹ 37,434/mo"
274,"Nitor Infotech
3.3",Lead Engineer,"₹ 11,06,943"
275,"Nitor Infotech
3.3",Software Engineer,"₹ 18,069/mo"
276,"Agnik
4.8",-1,-1
277,"Star India
4.0",Intern,₹14K - ₹16K
278,"Star India
4.0",Associate,₹15K - ₹16K
279,"Star India
4.0",Senior Executive,₹533K - ₹583K
280,"Star India
4.0",Senior Sales Executive,₹683K - ₹746K
281,"Star India
4.0",Finance Executive,₹17K - ₹18K
282,Acies,-1,-1
283,"Priority Vendor
4.0",Senior Software Engineer,"₹1,312K - ₹1,418K"
284,"Priority Vendor
4.0",Credit Analyst,₹506K - ₹552K
285,"Priority Vendor
4.0",IP Project Manager,₹21K - ₹22K
286,"Priority Vendor
4.0",IT/IS Systems/Network Administrator,₹15K - ₹16K
287,"emerging business consultant
4.0",-1,-1
288,"itForte
5.0",-1,-1
289,"DataToBiz
4.8",Intern,₹5K - ₹5K
290,"Profisor Services
4.5",Associate,₹154K - ₹168K
291,"Profisor Services
4.5",Data Engineering Analyst,₹485K - ₹530K
292,"Tata Communications
3.8",Assistant Manager,"₹ 10,00,532"
293,"Tata Communications
3.8",Manager,"₹ 16,95,538"
294,"Tata Communications
3.8",Network Engineer,"₹ 3,79,409"
295,"Tata Communications
3.8",Customer Service Executive,"₹ 3,98,867"
296,"Tata Communications
3.8",Senior Manager,"₹ 24,49,861"
297,Exeliq Consulting,-1,-1
298,"Sulekha
4.4",Product Manager,"₹ 14,78,059"
299,"Sulekha
4.4",Content Writer,"₹ 3,14,556"
300,"Sulekha
4.4",Senior Software Engineer,"₹ 13,03,594"
301,"Sulekha
4.4",Team Leader,₹40K - ₹43K
302,"Sulekha
4.4",Executive,₹14K - ₹16K
303,GridEdge Technologies,-1,-1
304,"NetObjex
4.5",Software Engineer,₹370K - ₹403K
305,"NetObjex
4.5",Institutional Sales Supervisor,₹41K - ₹44K
306,"NetObjex
4.5",InStep,₹10K - ₹11K
307,"NetObjex
4.5",Director Of Business Development,₹162K - ₹174K
308,"Tomia
3.5",Software Engineer,₹721K - ₹777K
309,"Tomia
3.5",Software Developer,₹718K - ₹774K
310,"Tomia
3.5",Full Stack Developer,"₹963K - ₹1,033K"
311,"Northcorp Software Pvt. Ltd.
4.8",Executive,₹17K - ₹19K
312,"Northcorp Software Pvt. Ltd.
4.8",Business Development Manager,₹23K - ₹26K
313,"Northcorp Software Pvt. Ltd.
4.8",Business Development Manager,₹476K - ₹521K
314,"Northcorp Software Pvt. Ltd.
4.8",Graduate Engineer Trainee,₹8K - ₹8K
315,"Northcorp Software Pvt. Ltd.
4.8",Business Development Executive,₹573K - ₹621K
316,"Solugenix Corp
4.3",Research Analyst,₹248K - ₹280K
317,"Solugenix Corp
4.3",Software Engineer,₹460K - ₹502K
318,"Solugenix Corp
4.3",Assistant Manager,₹590K - ₹644K
319,"Solugenix Corp
4.3",Manager,"₹2,123K - ₹2,316K"
320,"Solugenix Corp
4.3",Manager,₹98K - ₹107K
321,"Mahajan Imaging
4.0",Radiologist,₹213K - ₹229K
322,"Angel Broking
3.0",Data Scientist,₹19K - ₹21K
323,"Angel Broking
3.0",Equity Dealer,"₹ 1,78,164"
324,"Angel Broking
3.0",Relationship Manager,"₹ 16,865/mo"
325,"Angel Broking
3.0",Equity Dealer,"₹ 14,898/mo"
326,"Angel Broking
3.0",Assistant Manager,"₹ 3,27,558"
327,"TCG Digital
3.0",Data Scientist,"₹1,327K - ₹1,438K"
328,"TCG Digital
3.0",Software Developer,"₹ 18,319/mo"
329,"TCG Digital
3.0",Consultant,"₹ 12,66,591"
330,"TCG Digital
3.0",Senior Software Engineer,₹614K - ₹862K
331,"TCG Digital
3.0",Software Developer,"₹250K - ₹1,324K"
332,"Tech27 Systems Ltd.
4.0",Software Engineer,₹275K - ₹301K
333,"Tech27 Systems Ltd.
4.0",Mechanical Design Engineer,₹14K - ₹15K
334,"Tech27 Systems Ltd.
4.0",CFD FEA Engineer,₹37K - ₹40K
335,"Sequretek
4.0",Consultant,₹10K - ₹14K
336,"Sequretek
4.0",Security Engineer,₹13K - ₹15K
337,"Sequretek
4.0",Software Developer,₹274K - ₹299K
338,"Sequretek
4.0",Project Manager,₹764K - ₹820K
339,"Sequretek
4.0",Associate Consultant,₹15K - ₹17K
340,"Evolent Health
2.8",Data Analyst,"₹825K - ₹1,262K"
341,"Evolent Health
2.8",Manager,₹887K - ₹964K
342,"Evolent Health
2.8",Analyst,"₹1,448K - ₹1,568K"
343,"Evolent Health
2.8",Senior Analyst,₹492K - ₹531K
344,"Evolent Health
2.8",QA Engineer,₹673K - ₹739K
345,"Boston Consulting Group
4.0",Senior Associate,"₹ 31,24,634"
346,"Boston Consulting Group
4.0",Consultant,"₹ 41,66,179"
347,"Boston Consulting Group
4.0",Associate,"₹ 17,73,921"
348,"Boston Consulting Group
4.0",Senior Analyst,"₹ 18,51,635"
349,"Boston Consulting Group
4.0",Senior Knowledge Analyst,"₹ 16,65,008"
350,"Bigtree Entertainment Pvt.Ltd.
3.9",Assistant Manager,"₹ 7,95,878"
351,"Bigtree Entertainment Pvt.Ltd.
3.9",Software Engineer,"₹388K - ₹1,213K"
352,"Bigtree Entertainment Pvt.Ltd.
3.9",Software Engineer,₹33K - ₹106K
353,"Bigtree Entertainment Pvt.Ltd.
3.9",Software Developer,₹12K - ₹35K
354,"Bigtree Entertainment Pvt.Ltd.
3.9",Team Leader,₹494K - ₹639K
355,"Miles
2.3",-1,-1
356,"Philips
3.9",Senior Software Engineer,"₹ 9,96,013"
357,"Philips
3.9",Technical Specialist,"₹ 14,02,079"
358,"Philips
3.9",Software Engineer,"₹ 7,52,105"
359,"Philips
3.9",Intern,"₹ 23,271/mo"
360,"Philips
3.9",Senior Technical Specialist,"₹ 19,90,874"
361,Matelabs Innovations Pvt. Ltd.,-1,-1
362,"Unionsys Technologies
3.6",Business Development Executive,₹15K - ₹17K
363,"Infiniticube Services Pvt Ltd
4.5",InStep,₹15K - ₹29K
364,"Infiniticube Services Pvt Ltd
4.5",SEO Executive,₹17K - ₹18K
365,"Infiniticube Services Pvt Ltd
4.5",Intranet Content Manager,₹613K - ₹661K
366,"Infiniticube Services Pvt Ltd
4.5",Investor Relations Associate,₹25K - ₹27K
367,"Casepoint Pvt. Ltd
3.5",Sr. Software Engineer,₹21K - ₹23K
368,"Casepoint Pvt. Ltd
3.5",Junior Software Engineer,₹140K - ₹153K
369,"Casepoint Pvt. Ltd
3.5",Assistant Manager-PMO,₹174K - ₹191K
370,"Casepoint Pvt. Ltd
3.5",Freshers,₹11K - ₹12K
371,"Lincode
4.1",Software Engineer,₹21K - ₹23K
372,"Lincode
4.1",Software Engineer,₹562K - ₹618K
373,"Lincode
4.1",Intern,₹5K - ₹5K
374,"Lincode
4.1",Web Developer,₹4K - ₹5K
375,"Lincode
4.1",Embedded Engineer,₹30K - ₹32K
376,"Kline & Company
2.9",Consultant,"₹ 9,68,878"
377,"Kline & Company
2.9",Researcher,"₹ 8,86,037"
378,"Kline & Company
2.9",Analyst,₹60K - ₹64K
379,"Kline & Company
2.9",Senior Consultant,"₹1,918K - ₹2,084K"
380,"Kline & Company
2.9",Project Lead,"₹2,215K - ₹2,356K"
381,"Brillio
3.1",Data Scientist,"₹ 13,04,048"
382,"Brillio
3.1",Senior Data Scientist,"₹1,548K - ₹1,685K"
383,"Brillio
3.1",Applied Data Scientist,₹854K - ₹940K
384,"Brillio
3.1",Senior Engineer,"₹ 7,01,653"
385,"Brillio
3.1",Senior Software Engineer,"₹ 6,31,511"
386,"Wipro Limited
3.6",Data Scientist,"₹ 8,77,168"
387,"Wipro Limited
3.6",Data Scientist,₹22K - ₹24K
388,"Wipro Limited
3.6",Associate Data Scientist,"₹ 7,05,526"
389,"Wipro Limited
3.6",Senior Data Scientist,"₹1,625K - ₹1,960K"
390,"Wipro Limited
3.6",Junior Data Scientist,₹12K - ₹13K
391,"Star TV Network
3.8",Assistant Manager,"₹ 14,81,426"
392,"Star TV Network
3.8",Senior Manager,"₹ 25,57,415"
393,"Star TV Network
3.8",Manager,"₹ 18,22,704"
394,"Star TV Network
3.8",Intern,"₹ 11,503/mo"
395,"Star TV Network
3.8",Senior Executive,"₹ 11,13,527"
396,"Calsoft Labs
3.2",Senior Software Engineer,"₹ 8,96,543"
397,"Calsoft Labs
3.2",Software Engineer,"₹ 5,59,242"
398,"Calsoft Labs
3.2",Technical Lead,"₹ 20,98,076"
399,"Calsoft Labs
3.2",Module Lead,"₹ 12,18,601"
400,"Calsoft Labs
3.2",Software Engineer,"₹ 22,296/mo"
401,iqm.com,Data Scientist,₹444K - ₹482K
402,iqm.com,Sales Head,"₹1,264K - ₹1,374K"
403,"Ganit
3.0",Data Analyst,₹375K - ₹412K
404,SearchUrCollege,-1,-1
405,"Cubic Web Solutions
3.9",Software Developer,₹28K - ₹30K
406,"iNVERTEDi IT Consultancy Pvt Ltd
3.5",Software Engineer,₹20K - ₹22K
407,"iNVERTEDi IT Consultancy Pvt Ltd
3.5",Software Developer,₹384K - ₹422K
408,"iNVERTEDi IT Consultancy Pvt Ltd
3.5",Graphic Designer,₹22K - ₹24K
409,"Icertis
4.2",Software Analyst,"₹ 7,02,394"
410,"Icertis
4.2",Software Analyst,"₹ 38,423/mo"
411,"Icertis
4.2",Senior Software Engineer,"₹ 9,38,519"
412,"Icertis
4.2",Intern,"₹ 14,729/mo"
