,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
173,IT Security Data Breach Analyst,"As a Security Incident Analyst, you will serve as a specialist in reporting major operational incidents, security incidents and data breach investigation for the Bank.

The position is within a Group function (Group Information Security), which provides expertise to the CISO, Data Protection Officer, and other business and functional leaders as well as their staffs in ensuring adherence to PSD2, SWIFT, GDPR, PCI DSS and financial legislation, including NIS Directive.

The Security Incident Analyst reports to the Head of IT Risk Management.

You will become part of the Dansk Bank Group ITs regulatory reporting team, which helps support that the Danske Bank Group works in accordance with the requirements of financial regulation. The team is a part of the IT Risk Management function placed in Group Information Security.

Key responsibilities and tasks:

Investigate data breaches, including the participation of relevant stakeholders
Support security incident response activities, including reporting on IT incidents and data breaches, recommendations for resolution, mitigation and, in collaboration with relevant stakeholders, execution of any required notices to individuals, business partners and government officials.
Assess vendor and software technologies and applications for compliance within PSD2, SWIFT, GDPR, PCI DSS, and financial legislation, collaborating closely with IT and business functions requesting the software, application or technology
Advise the Bank on how to deal with security incidents, including data breaches.
Manages data breach incidents in close coordination with the core teams across the Group
Provides reports to relevant stakeholders on an ongoing basis, as well as in response to specific incidents.
Advises business process and service functions where their activities put the company at risk and provide actionable solutions to remediate risks and issues. Identifies and mitigates data privacy risks and prepare remediation plans.
Maintains knowledge of regulatory reporting requirements within the financial sector.
Understanding of financial reporting requirements
Understanding of business processes in financial services and IT services
Understanding of incident process analysis and practices of root cause analysis
Prior experience with handling of IT incidents and associated reporting.
Willing to work in a 24x7 function (follow-the-sun model setup) to meet regulatory timelines (ranging from 4 to 72 hours at present).
Solid understanding of financial regulation, including NIS Directive, GDPR, PSD2, SWIFT, PCI DSS
Interested professionals, please share your CVs with the below details to proceed:
Total Experience
Information Security Databreach
PCI DSS Compliance
GDPR and SWIFT
Open for 24/7 Support
Current CTC
Expected CTC
Notice Period",2.6,"Danske IT and Support Services
2.6",Bengaluru,"Copenhagen, Denmark",1001 to 5000 employees,2012,Subsidiary or Business Segment,IT Services,Information Technology,Unknown / Non-Applicable,-1
174,FTC - Marketing Data Analyst & Campaign Support (WI),"About the opportunity


Purpose of your role

Based upon their knowledge of customer data, the successful candidate will work with campaign teams to optimise their effectiveness through more enhanced / personalised target audience selection.

The candidate will work with campaign teams to define potential target audiences based upon available customer data from Marketo and any other relevant sources and then support the set up of the campaigns in Marketo. Diligence will be required to ensure that we are allowed to communicate with the specific customers based upon customer interests, preferences, business requirements and regulatory boundaries; this is critical as this role is the guardian of these rules.

Core elements of the role will also support the sourcing of data to collate and report upon the teams’ KPI’s and any subsequent actions that follow from them.

This role is part of a team supporting the WI business.

Key Responsibilities

Customer audience identification
Taking a campaign brief, identify an optimal target customer audience from the available customer base / data set.
Check what we are allowed to send to the respective audience based upon pre-set conditions.
Ensure the appropriate customer audience is available for marketing communications through relevant systems and tools.
Support the onboarding of new clients
Data Analytics
Support the wider analytics team and campaign managers in customer analytics such as performance measurement, segmentation analysis and behavioural analysis.
Experience and Qualifications Required
Experienced and competent at data handling.
Knowledge of asset management / financial services sector preferred (but not essential).
Sense of urgency and awareness of when to escalate issues.
Self-motivated, a proactive approach with an analytical, enquiring mind and willingness to learn.
Ability to work on own initiative to achieve objectives and goals, requesting support when and where required.
Strong sense of ownership with ability to work on challenging issues and overcome constraints and obstacles.
Timeliness and high productivity while working under pressure to meet deadlines.
Strong customer service orientation.
Commitment and professionalism.
About you


Essential Skills Required:
Strong analytical skills and very numerate.
Ability to analyse a request and produce innovative solutions.
Attention and care to detail - passion for data driven Insight
Good networking and communication skills (verbal and written).
Good organisation and coordination skills.
Good Microsoft office skills – Excel, PowerPoint, Word.
Desired Skills:
Some experience / knowledge of tools used by FIL e.g. Marketo, Power BI and Tableau (although training will be given)
About Fidelity International


Fidelity International offers investment solutions and services and retirement expertise to more than 2.4 million customers globally. As a privately-held, purpose-driven company with a 50-year heritage, we think generationally and invest for the long term. Operating in more than 25 locations and with $479.9 billion in total assets, our clients range from central banks, sovereign wealth funds, large corporates, financial institutions, insurers and wealth managers, to private individuals.

Our Workplace & Personal Financial Health business provides individuals, advisers and employers with access to world-class investment choices, third-party solutions, administration services and pension guidance. Together with our Investment Solutions & Services business, we invest $371 billion on behalf of our clients. By combining our asset management expertise with our solutions for workplace and personal investing, we work together to build better financial futures.",3.7,"Fidelity International
3.7",Gurgaon,"London, United Kingdom",5001 to 10000 employees,1969,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
175,Data Analyst,"As a Data Analyst, you will work closely with the The Learner's CampProduct team. Being a highly data-driven product team, the data analyst role will help drive product insights and effectively the direction of the product. The team will be the go-to for all data needs for the app and we are looking for a driven individual who can build, scale & deliver.
Responsibilities and Duties

Apply your expertise in quantitative analysis, data mining, and the presentation of data to see
beyond the numbers and understand how our users interact with our core products
Partner with Product and Engineering teams to solve problems and identify trends & opportunities
Inform, influence, support and execute product decisions
Build/maintain reports, dashboards, and metrics to monitor the performance of products
Mine massive amounts of data and extract useful product insights
Manage the development of data resources, gather requirements, organize sources & support product launches
Data Visualisation and presentation
Job Types: Full-time, Part-time, Temporary, Internship, Contract, Fresher

Salary: ₹45,000.00 to ₹50,000.00 /year

Experience:
Data Analysis: 1 year (Preferred)
Education:
Diploma (Preferred)
Work Remotely:
Yes",-1,The Learners Camp,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
176,Sr Data Engineering Analyst,"Responsible to support
process improvements to continuously improve the stability and performance of
the applications.
Experienced consulting
professional who has a broad understanding of solutions, industry best
practices and multiple business.
Prioritize workload,
provide timely and accurate resolutions.
Coordinate and work
with the global production support team
Identify system
bottlenecks and opportunities for betterment
Identify the
opportunities and automate processes.
Capacity planning:
storage and server sizing such as tables and indexes sizing and memory usage.
Identify high
availability and business continuity needs backup strategy, disaster recovery, clustering
Determine service
level requirements, analyse the load done by every system and quantify users
expectations of that system.
Handled multiple
projects simultaneously in team and independent work environments",3.3,"UnitedHealth Group
3.3",India,"Minnetonka, MN",10000+ employees,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),"Aetna, Humana, WellPoint"
177,Senior Data Center Operations Analyst,"Join a business that embraces innovation, gives you the scope to seize every opportunity and help get you where you want to go. Life at Ensono begins in an unprecedented environment with a role that matters, taking you on a fast paced journey of discovery, however big that might be.

In 2018, we nearly doubled our size in terms of revenue and associates. We expanded across Europe and India, scaling to meet the needs of our clients globally while still maintaining client intimacy as a top priority. In the last three years, we’ve grown to a global organisation with more than 150 clients and $600M in revenue.

We believe we are uniquely qualified to meet our client’s IT infrastructure needs from mainframe and private cloud, to public cloud and consultative services to advance them along their IT transformation journey. Our purpose remains the same: to be their relentless ally, disrupting the status quo and unleashing them to do great things. Our 2,000+ associates across the world are committed to this purpose.
Advanced knowledge in Console Operations and documented experience in complex Sysplex environment, System and online monitoring and batch abend recovery in 24x7 environment.
Proficient understanding of complex JCL structure where override and restart is required.
Monitor and manage internal and external VM/VSE and zSeries environments to ensure production processing meets internal and external client service levels and requirements.
High level of interaction with internal and external customers requires effective and professional communication.
Complete daily shift turnover and customer checklists associated with assigned client environment. Along with written shift turnover, verbal turnover must be facilitated.
Thoroughly document deviations within company’s designated Incident Management tool, reflecting clear and tangible details surrounding each incident.
Properly escalate all events or incidents that may impact our ability to meet client service levels.
Ensure system IPL, maintenance and backup processes are successfully performed according to predetermined schedule and per established procedures.
Ensure all operations related changes are properly documented and approved in company designated Change Management tool prior to implementation. Follow-up and close completed changes with valid and meaningful data.
Adhere to company documented processing procedures for internal and external clients, as well as suggesting and requesting updates and improvements to internal Operations SharePoint documentation repository.
Organize tasks to work independently.
Assist in training Tier 2 Operations technicians.
Hands and feet support as required.
Perform additional duties as assigned or designated by Operations management.
Minimum Acceptable Qualifications and Skills:
Bachelors degree or equivalent
5 years minimum experience running Mainframe operating systems (MVS, zSeries) with experience in the following software: JCL, CICS, IMS, DB2, VTAM, TSO, ISPF, SDSF, JES2, JES3, CA7, CA11, ZEKE, JOBTRAC, TWS/OPC and Control-M. Additional Scheduling package knowledge a plus
Proficient in advanced MVS and JES2 commands
Ability to analyze problems and effect proper corrective action
Ability to stretch across assigned tasks and assist other team members
Excellent written and oral communications
Work in sitting position with computer keyboard and multiple screens
Primary Location City/State:

Chennai, IN, Tamil Nadu

Additional Locations (if applicable):",3.7,"Ensono
3.7",Chennai,"Downers Grove, IL",1001 to 5000 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Rackspace Technology, Wipro, 2nd Watch"
178,Data Analyst,"Good in Data Extraction.

Processing confidential data and information according to guidelines.

Prepare and present analytical reports

Job Type: Full-time

Pay: ₹10,000.00 - ₹18,000.00 per month

Experience:
total work: 1 year (Required)
Work Remotely:
Temporarily due to COVID-19",-1,Datagain Inc.,Thane,-1,-1,-1,-1,-1,-1,-1,-1
179,Data Analyst,"English

Location : Madurai, Tamil Nadu, India

AISpotters is a fast paced growing Human Intelligence division in Mithr Artificial Intelligence Pvt Ltd. We are proud to provide data analysis services to several Artificial Intelligence companies. Dubbed as “Human Intelligence Services”, our Data analysts are vital to the development of Artificial Intelligence algorithms leading to the development of Chatbots, Automated Interactive voice response (IVR), Digital Assistants (like SiriTM, AlexaTM ) and more.

Here is an amazing opportunity to be part of this adventure, you will use your strong English language background to first prove your language proficiency by successfully completing one of standardized English test for proficiency such as IELTSTM, TOEFLTM. Both online and tutor based training will be provided as part of the benefits helping ideal candidates to successfully clear the exams. In this past growing division, successfully English language experts will have an opportunity to lead a team of similar language experts and work directly with AI researchers to human intelligence services.

At Mithrai, we believe in “Transformation Through Technology” and we are committed to bringing that transformation for the benefit of mankind. Our rich work culture and strong ethics, where we value individual development as a company’s growth makes a great place to work.

Responsibilities
Identification and annotation of English language lexicon, Parts Of Speech, Sentiment / Emotion.
Summarization of long-form documents into paragraphs of varying sizes with an emphasis on core content and keywords
Transcription of free running audio recorded in native English language speakers (US-EN, UK-EN)
Development of dataset to enable training of AI algorithms.
Work real-time with project leads and engineering teams to evaluate new features/implementations of annotation tools

Minimum Qualifications:
1

BA/MA degree in English literature.

2

Good command in English language and proficient in reading, writing and speaking.

3

Opportunity for aspiring Linguist, who have expertise in many aspects of English language, including sounds (phonetics, phonology), words (morphology), sentences (syntax), and meaning (semantics).

4

Strong written and oral communication skills with an ability to communicate effectively with all stakeholders.

5

Outstanding interpersonal skills with a strong customer service focus (internal and external).

6

Highly ethical team player.

Preferred Qualifications
1

Experience working in fast-paced startup environments

2

Experience working in BPO

3

Passionate about language understanding, Artificial Intelligence, and Mobile Technology

4

High energy, self-starter with an ability to successfully prioritize and multi-task in an atmosphere in which time sensitive deadlines are the norm, as are an interruption.

5

Strong computer skills with a proficiency in MS Office.",-1,AISpotters,Madurai,-1,-1,-1,-1,-1,-1,-1,-1
180,Data Analyst,"Social Media Analyst / Data Analyst

Responsibilities:
Work with large amounts of listening data, facts, figures, and number crunching. The Data Analysts will see through the data and analyze it to find conclusions
They look at the numbers, trends, and data and come to new conclusions based on the findings
They present your findings or translate the data into an understandable document.
Attention to Detail - They have to make sure that the data is precise and make sure they are vigilant in their analysis to come to correct conclusions.
They analyze user engagement, user behavior to identify habits of online customers and suggest ways to reach a broader audience
They research how emerging social networks and features can benefit the company and clients
They research and administer social media tools daily in support of clients’ social media strategy / reports
They monitor and evaluate social media results daily in coordination with client goals and benchmarks
They communicate to team and management on project development, timelines, and results
They work closely with the other team members to meet client goals and exceed their expectations
Professional Skills & Qualifications:
Previous work experience as Data Analyst, Social Media Analyst or similar role
Hands-on experience with social media platforms and digital marketing campaigns
Understanding of SEO, keyword research and Google Analytics would be plus
Experience with social media management tools available in the market
Excellent communication skills
Time management and multitasking skills
A degree in Mathematics, Statistics, Business Analytics, Data Science and Analytics, Marketing, Communications or related field
Additional qualifications in digital technologies or social media management is a plus
Job Type: Full-time

Salary: ₹240,000.00 to ₹400,000.00 /year

Experience:
total work: 3 years (Preferred)
Work Remotely:
Temporarily due to COVID-19",-1,Locobuzz Solutions Pvt. Ltd.,Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
181,Junior Data Analyst,"Key Requirements:
Engineering, Bachelor’s degree (Computer Science/IT) or MCA is a must
1-2 years of experience in Digital Marketing, fresh graduates are welcome
Strong communication, analytical, data-mining
Data Management – Data cleansing, and data enrichment techniques using Database Querying language like SQL
Scripting and statistical analysis platform – R, Python, SAS, etc
Visualization tools: Tableau, Power BI, Qlikview, etc
Good communication and Analysing skills
Roles and Responsibilities:
Work on exciting projects with Google Analytics & Digital Marketing/Measurement. Implementation with some of the largest brands in South-East Asia
Own the analysis of highly complex data sources, identifying trends and patterns in data and make recommendations based on analysis results
Perform root cause analysis on complex data anomalies and working closely data stewards to define best practice
Analyze data and generate insights in form of revenue/growth prediction, trends and anomalies, customer segmentation, DAU/MAU reports, conversion optimization, monthly reports, etc.
Experience working with Google Cloud Platform is a plus
Work closely with the Client Success team to drive delivery and engagement
What will make you stand out?
Where others see chaos, you see a solution
Strong foundation of digital marketing
A go-getter and the get-shit-done attitude",4.4,"Happy Marketer
4.4",Bengaluru,"Singapore, Singapore",1 to 50 employees,2009,Company - Private,Advertising & Marketing,Business Services,₹500 million to ₹1 billion (INR),-1
182,Senior Data Analyst,"Location:
Bangalore - India
Job Id: 20WD40634



Position Overview

As the Sr. Data
Analyst LC, you will be part of the License Compliance Analytics team
within Global License Compliance Sales. Our team is instrumental in supporting
the global organization by detecting and addressing incompliant usage of
Autodesk’s software. We are a strong partner for both the data science &
engineering team, as well as for the customer-facing LC sales teams; we build
the bridge between data and business. Our team has a lot of visibility and the
impact of our work can directly be related to business results. We value the
culture in our team and at Autodesk in general, we take pride in our diversity
in this global team and how we work and talk with another

In this role, your
primary focus is to analyze complex datasets and deliver meaningful insights
into customer behavior. You will explore large datasets, extract and transform
the necessary information and prepare the findings for an impactful
presentation. You will be partnering closely with other analysts, with data
engineers as well as sales managers. To be successful and impactful in the
role, you need to be able to understand business questions in the same way as
you understand data and analytical methods. You need to have a high degree of
accountability, pragmatism and adaptability. Many times, you will explore new
data sets and new platforms, so you also need to be able to find creative
solutions for challenging data-oriented questions. The position reports to the
Manager LC Business Analysis


Responsibilities
Explore, query and transform
large datasets of customer data and transactional data
Drive own projects and support
larger projects with data extracts and insights into which data can be
leveraged
Collect business requirements
for your analytics projects and plan the analytical approach
Summarize, visualize and
communicate your findings in clear and concise business language
Become a subject matter expert
of the relevant data and the big data platforms it’s hosted on
Collaborate with business analysts,
data engineers and data product owners to discuss the approach and to gain
understanding of the data
Contribute to defining standard
queries on our datasets so that the can be reused by other analysts in the
team


Minimum Qualifications
4 years with relevant experience
required as data analyst or business data analyst
Strong analytical skills with
the ability to collect, organize and analyze significant amounts of
information with attention to detail and accuracy
Advanced experience with
writing SQL scripts and at least one additional scripting language (e. g.
Python)
Experience working with
cloud-based data platforms such as Snowflake
Experience working with
business intelligence systems such as Looker or PowerBI
Proven experience with
independently solving problems in the field of business analytics
2 years’ experience working in
an international environment with a distributed team
Fluency in English language",4.0,"Autodesk
4.0",Bengaluru,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR),-1
183,Data Integrations Analyst,"Trantor Inc. is a leading global software services provider that specializes in business intelligence, software security, and web services solutions. We have a proven track record of successful multi-shore projects delivery. Founded in 2009, Trantor is headquartered in Menlo Park, CA and has two global delivery centers in India - Chandigarh & Gurgaon - and employs over 600 professionals.

Here’s what you will bring:
Bachelor's degree in Computer Science, Information Systems, Engineering, Science, or related field is required; consideration given for related technical experience
Hands on system integration experience designing and developing inbound and outbound integrations
Integration experience with Salesforce and NetSuite or any ERP in general.
Good knowledge of EDI
Hands on experience in error handling
Good SQL, PL/SQL development skills
Good SOA architecture understanding
Strong knowledge of modern API based middleware architectures
Experience developing SOAP and REST based web services
Experience with implementations of Dell Boomi, highly desirable
Experience using and supporting Dell Boomi Master Data Hub a big Plus
Dell Boomi certification preferred, but not required
Performs routine application monitoring and maintenance
As an IT Data Integrations Analyst, here’s what you can do at Buck:
Position delivers and builds on existing investments with Dell Boomi and EDI and is responsible for developing interfaces using Dell Boomi middleware technologies
Position delivers and builds on existing investments with Dell Boomi and EDI and is responsible for developing interfaces using Dell Boomi middleware technologies
Work with peers and Subject Matter Experts to create end to end detailed integration solutions Problem solving/root cause analysis/analytical skills responsibilities
Work closely with management of Corporate Applications to ensure that solutions are developed using best practices, and follow standard software development life cycle (SDLC) methodologies
Additional information:-

We offer you a chance to join a highly motivated unit in a fast-growing and dynamic company, and challenging tasks and opportunities for your future career. Find out more at www.trantorinc.com Follow Trantor on LinkedIn

https://www.linkedin.com/company/trantor/",4.0,"Trantor Software
4.0",Chandigarh,"Chandigarh, India",201 to 500 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
184,Data Analyst/BI Analyst (PowerBI),"Job Brief
We are looking for a Business Intelligence (BI)/Data Analyst to create and manage PowerBI and analytics solutions that turn data into knowledge. In this role, you should have a background in data and business analysis. You should be analytical and an excellent communicator, capable of independently driving issues to resolution and communicating insights to both technical and non-technical audiences. If you are self-directed, passionate about data and have a business acumen and problem-solving aptitude, we’d like to meet you. Ultimately, you will enhance our business intelligence system to help us make better decisions.

Responsibilities
Strong Power BI development skills that involves Migration of existing deliverables to Power
BI, Evaluate and enhance existing applications/dashboards to improve current user experience
Ability to work autonomously
Data modelling, Calculations, Conversions, Scheduling Data refreshes in Power-BI
Proven experience as a Power BI Developer is must. Industry experience is preferred
Background in data warehouse design (e.g. dimensional modeling) and data mining
In-depth understanding of database management systems, online analytical processing
(OLAP) and ETL (Extract, transform, load) framework
Familiarity with other BI tools (Tableau, QlikView)
Analytical mind with a problem-solving aptitude
BSc/BA in Computer Science, Engineering or relevant field
Requirements to Apply
Designing, developing and maintaining business intelligence solutions
Crafting and executing queries upon request for data
Presenting information through reports and visualization
Interact with the team to gain an understanding of the business environment, technical context and organizational strategic direction
Design, build and deploy new and extend existing dashboards and reports that synthesize distributed data sources
Ensuring data accuracy, performance, usability, and functionality requirements of BI platform
Manage data through MS Excel, Google sheets, and SQL applications, as required and support other analytics platforms
Collaborate with teams to integrate all data-based systems
Develop and execute database queries and conduct analyses
Create visualizations and reports for requested projects
Develop and update technical documentation requirements
Key Competencies

Data Mining Data Warehousing Microsoft Power BI Analytical Skills Business Analysis Problem Solving Business Intelligence (BI) Data Warehousing Architecture Communication Management",4.4,"Itcan
4.4",Bengaluru,"Singapore, Singapore",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,₹5 to ₹10 billion (INR),-1
185,Senior Data Analyst,"We are seeking a full-time Senior Data Analyst with 5 years or more experience of doing various marketing campaigns using SAS model, strong analytical skills and keen attention to detail to develop and deliver marketing programs for retail, finance, insurance and other businesses.

Must have grounding in traditional data mining/database marketing and experience in the evolving digital data marketing landscape. Bridgetree is a virtual company and the position will require to work from Kolkata/Bangalore-India office. Must be a legal Indian resident.

Requirements:
Creates Marketing campaigns e.g. Mailing, e-mailing, Call lists etc.
Analyzes Data and builds various reports efficiently using different business intelligence and reporting tools
Responds to various data requests like building waterfall and customer profile reports, Mail/Email Campaign Response Analysis
Performs additional checks and implement diagnostic reporting to ensure that the final production is 100% accurate and quality assured
Recommends and implements better ways to make the process lean and efficient – set up and maintain automated data processes
Qualifications:
5+ years of working experience in a Statistical Analyst role using SAS, SQL. Knowledge of SSIS, R or Python will be added advantage.
Must have a master’s degree in Mathematics, Statistics or Economics with good educational background.
Personally, strives to ensure data quality, consistency, and accuracy in all work.
Desires to participate in a learning environment where sharing and collaboration with others is the culture.
Must have great communication and problem-solving skills
To apply: Please email your resume to jobs@bridgetree.com",3.4,"Bridgetree
3.4",Kolkata,"Mooresville, NC",51 to 200 employees,1995,Company - Private,Advertising & Marketing,Business Services,₹1 to ₹5 billion (INR),-1
186,Data Analyst,"We are looking for dynamic, energetic and result oriented business / data analyst to be a part of team and work closely and/ or independently on specific projects. You will be an independent operator and will need to deliver the set priorities in timely and most diligent manner. Your analysis will form the basis for making appropriate recommendations to customers to help them achieve the set objectives.

The successful candidate will convert data into information, information into insight and insight into business decision for the assigned project / client.

Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analyst will develop analysis and reporting capabilities. They will also monitor performance and quality control plans for identifies improvement opportunity.

The key goal of the position is to own components of the consulting / implementation projects and drive the maximization of value preposition for the client organization.

Key responsibilities:
Define and carry out the analysis of the data and information to prepare actionable insights.
Build a robust understanding of the customer business focused towards opportunities to improve customers business performance for the assigned areas.
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiencies and quality
Acquire data from primary or secondary data source and maintain them for suitable actionable usage.
Identify, analyze and interpret trends or patterns in complex data sets.
Filter and “clean” data for review reports and key performance indicators, specific to the project or work areas.
Work with company’s management team to prioritize business and information needs.
Locate, define, seek alignment and implement process improvement opportunities.

Requirements:
Proven working experience as a business data analyst.
Technical expertise regarding data models, database design, data mining and segmentation analysis.
Strong knowledge and experience with reporting packages.
Knowledge of statistics and experience using statistical tools and packages for analyzing data.
Proficient level expertise in MS Excel & Power Point.
Strong analytics skills with ability to collect, organize, analyze and disseminate significant amount of information with attention to details and accuracy.
Adept at queries, report writing and presenting finding.
BSc in Mathematics / Economics / Computer Science, Information Mgt. or Statistics.

Qualification and experience:
BSc in Mathematics / Economics / Computer Science, Information Mgt. or Statistics.
Minimum 2 to 5 years of relevant experience.
Proven track record.
Compensation: in line with the market and commensurate with the relevant experience.",-1,Augmenter Consulting,Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
187,Senior Data Analyst,"Position Purpose & Summary:

Cargill Transportation & Logistics (CTL) develops world-class transportation & logistics capabilities for our customers around the world. We accomplish this by leveraging and optimizing processes, data, and technology innovation to partner with customers, driving mutual growth and profitability. We consist of more than 1,400 professionals in Global Operations, individual Business Units, and Mode Teams including Rail & Barge, Container Freight, Truck, Storage, and Real Estate.

The CTL Data & Analytics Team drives the digitization, data governance, analysis, and expression of everything Cargill ships, receives, or stores around the world. We are adding a quantitatively talented professional to our team. The strongest candidate will have the opportunity to work with a global team of highly qualified professionals while making great things happen for our global CTL team using cutting edge big data technology. We look forward to meeting you if youre insatiably curious, creative, driven, quantitatively talented, and enjoy working with people in a fast-paced, hands-on workplace.

Principal Accountabilities:

40%:
Build strong partnerships within our business, monitor pertinent market conditions, and provide periodic executive summaries that enhance our market view with quantitative facts from a global intermodal perspective.
Perform ad-hoc / discovery analytics with an emphasis on identification of insightful facts and potential causal relationships e.g. seasonal impact on capacity demand, macroeconomic indicators, and other market factors.
Seize opportunities to rapidly build prototype models to test theories.
Express findings for business partners pro-actively at an appropriate level of detail to quantitatively enhance our forward market view and inform contract negotiation.
Differentiate between useful one-time analytic products and those that should be repeated via automation.


30%:
Investigate our business and constantly seek opportunities to drive digitization and analytic innovation.
Propose and execute opportunities to drive digitization and quantitative innovation and insight.
Partner with CTL Analytics teammates and Cargill Global IT to ingest required data into our Hadoop cluster.
Leverage quantitative skills to analyze data and express highly interpretable business insight.


20% - Finalisation of the shipment execution:
Promote repeatable analytic products to teammates and IT to coordinate reliable high-quality product delivery via automation technology.
Coordinate with teammates and business stakeholders to establish transparent quality indicators for model data, integrity, and reliability.


10% - Other adhoc task:
Provide and maintain deep subject matter expertise in at least one key skillset.
Teach / help teammates and business partners up their analytics game whenever possible to promote a high performing team culture of learning.
Tirelessly focus on learning new skills and perspectives.
Required Education & Experience:
Bachelors Degree in a quantitative subject e.g. business, finance, economics, mathematics, engineering, or physical science.
5+ Years of experience working in a business environment
3+ years of experience performing exploratory and summary analytics
3+ years of experience using specialized tools and / or programming languages for batch and ad-hoc data analysis
3+ years of experience implementing traditional data Extract, Transform, and Load (ETL) processes
3+ years of experience querying database management systems
Experience creating and tuning predictive models
Must possess deep subject matter expertise in at least one key area e.g. Machine Learning, Big Data, Mathematics, Statistics, Programming, Transportation, Logistics, etc.
Commercial acumen to understand and define the business significance of various parcels of data and analysis
Must have significant demonstrated track record in analytics and be able to talk through examples of experience
Must have demonstrated team working capability
Expertise in advanced modeling methods e.g. linear regression, support vector machines, splines, decision trees, time series, etc.
Understanding of dataset and feature selection tools e.g. stepwise regression, lasso, cross-validation, cross-correlation, etc.
Python programming skills expertise using mapping, lambda functions, comprehensions and native data structures e.g. lists, dictionaries, arrays, etc.
Expertise with statistical programming languages and tools e.g. Statistica, R, Python libraries (numpy, scipy, pandas, scikit-learn), etc.
Strong SQL skills
Expression software expertise using modern tools e.g. Tableau, PowerBI, Spotfire, Python libraries (bokeh, seaborn), etc.
Strong quantitative skillset
Must have strong communication skills (fluent spoken English, visual presentation skills, effective written communication skills)
Must have excellent interpersonal skills, ability to work in team and communicate with business stakeholders sand other analysts
Preferred Skills & Experience:
Degree in Business Related Field, or MBA.
Able to communicate in English and Mandarin as there will be frequent liaison with senior business stakeholders in China.
Experience in a multinational company.
Ability to work in a fast-paced trading / financial environment.
Strong background in business process design and implementation in a dynamic commodity trading business.
Experience in implementing IT processes, systems and organisational changes.
Demonstrated proficiency in utilising change management tools and processes to initiate or support change.
Strong negotiation, communication and interpersonal skills.
Able to work independently and under high pressure.
Strong interpersonal agility and cultivates networks with people across the organization.",3.9,"Cargill
3.9",India,"Wayzata, MN",10000+ employees,1865,Company - Private,Food Production,Agriculture & Forestry,₹500+ billion (INR),-1
188,"Lead, Data/Business Analyst","Tasks include

You will be a part of the Product Solutions team at Near which is responsible for product validation and first value realization of Allspark for our enterprise clients. This team is involved in the sales process right from the initial meetings to on-boarding of clients to the Customer Success team. This role will involve a lot of scripting and would need quick turnaround times.
Working closely with the product and tech team to understand Near’s data assets.
Understanding client requirements, working with Client Solutions & Sales teams to curate relevant solutions.
Work with Customer Success teams to on-board clients and set them up for extracting maximum value out of Allspark.
Extract and analyse large amounts of data and address customer needs.

Skills & Experience
Experience with analytics firms or data driven companies.
Hands on experience with Data Collection/Extraction.
Strong analytical and presentation skills.
Excellent in scripting and handling large amounts of data.
Exemplary team leading skills.
Good understanding of software methodologies and concept.

Requirements
Bachelor’s degree, preferably in computer science.
5 to 7 years’ experience in Data analysis, scripting & software.
Must have exposure to Python, Spark & Hadoop. Knowledge of Java is a plus.",4.7,"Near.co
4.7",Bengaluru,"Singapore, Singapore",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
